Title,Information,Price sale,Price origin,Loại card đồ họa,Dung lượng RAM,Loại RAM,Số khe ram,Ổ cứng,Kích thước màn hình,Công nghệ màn hình,Pin,Hệ điều hành,Độ phân giải màn hình,Loại CPU,Cổng giao tiếp,Chip AI
Laptop Acer Gaming Predator Helios 18 AI PH18-73-98AQ,U9-275HX/192GB/6TB PCIE/VGA 24GB RTX5090/18.0 4K MINILED 120HZ/WIN11 PRO/ĐEN,149.990.000đ,,"NVIDIA GeForce RTX 5090 với 24 GB VRAM GDDR7 chuyên dụng, hỗ trợ 10496 lõi NVIDIA CUDA",192GB,DDR5 4000 MT/s,"4 khe (4 x 48GB, Nâng cấp tối đa 192GB)",6TB M.2 NVMe (2TB*3),18 inches,"SDR mode 600 nits / HDR mode 1000 nitsĐộ phủ màu 100% DCI-P3Acer ComfyView Màn hình LCD TFT có đèn nền LED, công nghệ Mini LED tích hợp Có khả năng Nvidia Advanced Optimus HDR 1000",99.98Wh 4-cell Li-ion 400W AC Adapter,Windows 11 Pro,3840 x 2400 pixel (4K),"Intel Core Ultra 9 275HX (24 lõi / 24  luồng, 4.6 GHz (e-core), 5.4 GHz, 36MB Cache)","2 x USB Type-C 3 x USB Standard-A 1 x HDMI 2.1 hỗ trợ HDCP 1 x Đầu đọc thẻ SD 1 x Giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có micrô tích hợp 1 x Ethernet (RJ-45) 1 x Giắc cắm DC-in cho bộ đổi nguồn AC",Hiệu suất AI NPU (TOPs) 13 TOPSHiệu suất AI GPU (TOPs) 1824 TOPS,
Laptop HP Pavilion 14-DV0536TU 4P5G5PA,I5-1135G7/8GB/256GB PCIE/14.0FHD/WIN10/BẠC,17.690.000đ,18.290.000đ,Intel® Iris® Xe Graphics,8GB,"8GB(4GB + 4GB) DDR4 3200Mhz, tối đa 32GB",,256GB SSD PCIe® NVMe™ M.2 ,14 inches,"Màn hình chống loá, 250 Nits",3Cell 41WHrs,Windows 10 Home SL ,1920 x 1080 pixels (FullHD),Core i5 1135G7 (upto 4.20 GHz - 8Mb),"1 x SuperSpeed USB Type-C® 10Gbps signaling rate (USB Power Delivery, DisplayPort™ 1.4, HP Sleep and Charge)  2 x SuperSpeed USB Type-A 5Gbps signaling rate   1 x Mini DisplayPort™ via Type-C™  1 x HDMI 2.0 via Type-C™  1 x microSD med",,
Laptop MSI Titan 18 HX AI A2XWJG-035VN,U9-285HX/96GB/6TB PCIE/VGA 24GB RTX5090/18.0 UHD+ MINILED 120HZ/WIN11/ĐEN/BALO/CHUỘT,179.990.000đ,,"NVIDIA GeForce RTX 5090 Laptop GPU, GDDR7 24GB Intel Graphics",96GB,DDR5 6400MHz,"2 khe (2x 48GB, nâng cấp tối đa 96GB)",6TB (2TB NVMe PCIe Gen5x4 SSD w/o DRAM + 2TB NVMe PCIe Gen4x4 SSD x2),18 inches,Màn hình chống chóiĐộ phủ màu 100% DCI-P3Độ sáng 1000 nits,4-Cell  99.9 Whrs (Whr),Windows 11 Home,3840 x 2400 pixel (4K),"Intel Core Ultra 9 Arrow Lake H, 2.8Ghz, 24 lõi (8 P-cores + 16 E-cores), 24 luồng, 40MB cache, Max Turbo Frequency 5.5 GHz",2x Thunderbolt 5 (DisplayPort/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x Đầu đọc thẻ SD Express 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x Đầu đọc thẻ SD Express,,
Laptop ASUS ROG Strix SCAR 16 G635LW-RW175W,U9-275HX/64GB/4TB PCIE/VGA 16GB RTX5080/16.0 2.5K MINILED 240HZ/WIN11/ĐEN/BALO/CHUỘT,117.990.000đ,,"NVIDIA GeForce RTX 5080 16GB GDDR7 ROG Boost: 1550MHz* at 175W (1500MHz Boost Clock+50MHz OC, 150W+25W Dynamic Boost) Intel UHD Graphics",64GB,DDR5-5600 SO-DIMM,"2 khe (2x 32GB DDR5-5600 SO-DIMM, tối đa 64GB)",2TB + 2TB PCIe 4.0 NVMe M.2 Performance SSD (RAID 0),16 inches,Thời gian phản hồi 3msĐộ sáng 1200nitsĐộ phủ màu DCI-P3 100%Màn hình chống chóiG-SyncROG Nebula HDR DisplayDolby Vision HDRROG intelligent cooling,"90WHrs, 4S1P, 4-cell Li-ion Sạc lại từ 0-50% trong 30 phút",Windows 11 Home,2560 x 1600 pixels (2.5K),"Intel Core Ultra 9 275HX 2.7 GHz (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)",1x LAN 2.5G 2x Thunderbolt 5 hỗ trợ DisplayPort / Sạc / G-SYNC (120Gbps) 3x USB 3.2 Gen 2 Type-A (10Gbps) 1x HDMI 2.1 FRL 1x Giắc cắm âm thanh kết hợp 3.5mm,Intel AI Boost NPU up to 13TOPS,
Laptop HP OmniBook Ultra Flip 14-FH0038TU B2CP4PA,U9-288V/32GB/1TB PCIE/14.0 2.8K OLED 120HZ/CẢM ỨNG/WIN11/XANH,57.990.000đ,,Intel Arc Graphics,32GB,LPDDR5/ 8533MHz,,1TB SSD PCIe (M.2 2280),14 inches,Có hỗ trợ bút stylus,6 Cell Int (64Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,2880 x 1800 pixels,Intel Core Ultra 9 288V Processor (8 lõi) - Max Turbo Frequency: 5. 10 GHz,2 x Thunderbolt 4 (Power Delivery/DisplayPort/HP Sleep & Charge) 1 x USB 3.2 Gen 2 Type-C (Power Delivery/DisplayPort/HP Sleep & Charge) 1 x giắc cắm âm thanh kết hợp Tai nghe/Micrô,Intel AI Boost,
Laptop MSI Titan 18 HX AI A2XWJG-622VN,U9-285HX/64GB/6TB PCIE/VGA 24GB RTX5090/18.0 UHD+ MINILED 120HZ/WIN11/ĐEN/BALO/CHUỘT,174.990.000đ,,"NVIDIA GeForce RTX 5090 Laptop GPU, GDDR7 24GB Intel Graphics",64GB,DDR5 6400MHz,"2 khe (2x 32GB, nâng cấp tối đa 96GB)",6TB (2TB NVMe PCIe Gen5x4 SSD w/o DRAM + 2TB NVMe PCIe Gen4x4 SSD x2),18 inches,Màn hình chống chóiĐộ phủ màu 100% DCI-P3Độ sáng 1000 nits,4-Cell  99.9 Whrs (Whr),Windows 11 Home,3840 x 2400 pixel (4K),"Intel Core Ultra 9 Arrow Lake H, 2.8Ghz, 24 lõi (8 P-cores + 16 E-cores), 24 luồng, 40MB cache, Max Turbo Frequency 5.5 GHz",2x Thunderbolt 5 (DisplayPort/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x Đầu đọc thẻ SD Express 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x Đầu đọc thẻ SD Express,,
Laptop Gaming Acer Nitro 5 Tiger AN515 58 52SP,I5-12500H/8GB+8GB/512GB PCIE/VGA 4GB RTX3050/15.6 FHD 144Hz/WIN11/ĐEN,18.990.000đ,27.990.000đ,NVIDIA GeForce RTX 3050 with 4GB of dedicated GDDR6 VRAM,16GB,DDR4 3200MHz ,"2 khe (Máy nguyên bản 8GB, được tặng 8GB, tối đa 32GB)","512GB PCIe NVMe SED SSD cắm sẵn (nâng cấp tối đa 2TB Gen4, 16 Gb/s, NVMe và 1 TB 2.5-inch 5400 RPM) ",15.6 inches,Acer ComfyView LED-backlit TFT LCD,"4-cell, 57.5 Wh ",Windows 11 Home,1920 x 1080 pixels (FullHD),"Intel Core i5-12500H (upto 4.5 GHz, 18MB), 12 nhân, 16 luồng","1x USB Type-C (Hỗ trợ: USB 3.2 Gen 2 up to 10 Gbps, DisplayPort over USB-C, Thunderbolt 4, USB charging 5 V; 3 A, DC 20 V; 65 W)  2x USB 3.2 Gen 2  1x USB 3.2 Gen 1  1x Ethernet (RJ-45)  1x HDMI®2.1  1x headphone/speaker jack",,
Laptop Dell Gaming G15 5530 71053700,I7-13650HX/16GB/512GB PCIE/VGA 6GB RTX3050/15.6 FHD 120HZ/WIN11 + OFFICE/XÁM,34.990.000đ,36.990.000đ,"NVIDIA GeForce RTX 3050, 6GB GDDR6",16GB,DDR5 4800MHz,"2 khe (1x 16GB, hỗ trợ nâng cấp tối đa 32 GB)","512GB, M.2, PCIe NVMe, SSD",15.6 inches,,3 Cell - 56Wh,"Windows 11 Home, Single Language English + Office Home 2024",1920 x 1080 pixels (FullHD),Intel Core i7-13650HX,3x USB 3.2 Gen 1  1x USB 3.2 Gen 2 (Type-C) với DisplayPort,,
Laptop Dell XPS 13 9350 XPS9350-U5IA165W11GR-FP,U5-226V/16GB/512GB PCIE/13.4 QHD+ 120HZ/CẢM ỨNG/WIN11 + OFFICE/XÁM,53.990.000đ,59.990.000đ,Intel Arc graphics,16GB,LPDDR5X 8533MT/s,,Ổ đĩa thể rắn 512GB M.2 PCIe NVMe,13.4 inches,EyesafeÁnh sáng xanh thấpChống chóiĐộ sáng 500 nits,"3-cell, 60 W AC adapter, USB Type-C",Windows 11 Home Single Language English + Microsoft Office Home 2024 and MS365 Basic 1 Year,,"Intel Core Ultra 5 226V Series 2 (8MB Cache, 8 cores, up to 4.5 GHz)",2 x Thunderbolt 4 (USB Type-C) với Power Delivery và DisplayPort,,
Laptop MSI Prestige 13 AI+ Evo A2VMG-062VN,U9-288V/32GB/1TB PCIE/13.3 2.8K OLED/WIN11/XÁM/TÚI,40.990.000đ,42.990.000đ,Intel Arc Graphics,32GB,LPDDR5X/ 8533MHz,Onboard,1TB SSD PCIe (M.2 2280) (1xM.2-2280 M-KEY PCIe GEN4x4 không có DRAM NVMe NVMe SSD PCIe Gen4 1x khe cắm SSD M.2 (NVMe PCIe Gen4),13.3 inches,Màn hình bóng,4 Cell Int (75Wh),Windows 11 Home Single Language 64-bit,2880 x 1800 pixels,"Intel Core Ultra 9 288V (8 lõi (4 lõi P + 4 lõi E), 8 luồng, Bộ nhớ đệm thông minh Intel 12 MB, Tần số Turbo tối đa 5,1 GHz)",1 x USB 3.2 Gen 1 Type-A 2 x Thunderbolt 4 (Power Delivery/DisplayPort) 1 x HDMI 1 x Headphone/Microphone combo audio jack,Up to 48 NPU TOPS (120 total platform TOPS) ,
Laptop Lenovo Yoga Pro 7 14IMH9 83E2005DVN,U7-155H/32GB/1TB PCIE/VGA 6GB RTX4050/14.5 2.8K OLED/WIN11/XANH,42.990.000đ,45.990.000đ,NVIDIA GeForce RTX 4050 6GB GDDR6,32GB,LPDDR5x-7467 Onboard,Onboard không hỗ trợ nâng cấp,1TB SSD M.2 2242 PCIe 4.0x4 NVMe (một ổ đĩa tối đa 1TB),14.5 inches,Độ sáng 400nits Glossy Độ phủ màu 100% P3 Eyesafe Dolby Vision DisplayHDR True Black 500,"73Wh, 140W USB-C Slim (3-pin)","Windows 11 Home Single Language, EnglishOffice Home & Student 2021",2880 x 1800 pixels,"Intel Core Ultra 7 155H, 16C (6P + 8E + 2LPE) / 22T, Max Turbo up to 4.8GHz, 24MB","1x USB-A (5Gbps / USB 3.2 Gen 1) 1x USB-C (10Gbps / USB 3.2 Gen 2) 1x USB-C (Thunderbolt 4 / USB4 40Gbps) 1x HDMI 2.1, up to 4K/60Hz 1x Headphone / microphone combo jack (3.5mm)","Intel AI Boost, up to 11 TOPS",
Laptop ASUS ROG Zephyrus G16 GU605CR-QR137W,U9-285H/32GB/1TB PCIE/VGA 12GB RTX5070TI/16.0 WQXGA 240HZ/WIN11/XÁM/TÚI/CHUỘT,82.990.000đ,,"NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 ROG Boost: 1497MHz* ở 115W (Xung nhịp tăng cường 1447MHz+OC 50MHz, Tăng cường động 95W+20W) Intel Arc Graphics",32GB,LPDDR5X 7467 (Tốc độ bộ nhớ thực tế có thể thay đổi tùy theo cấu hình CPU.),Onboard,"1TB PCIe 4.0 NVMe M.2 SSD (2 Khe cắm M.2 hỗ trợ SATA hoặc NVMe, tối đa 2TB)",16 inches,Độ sáng 500 nits (Peak)Độ phủ màu DCI-P3 100%Màn hình bóngG-SyncROG Nebula DisplayDolby Vision HDR,"90WHrs, 4S1P, 4-cell Li-ionSạc lại từ 0-50% trong 30 phút",Windows 11 Home,2560 x 1600 (WQXGA),"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)","1x Thunderbolt 4 hỗ trợ DisplayPort / Sạc (40Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / Sạc / G-SYNC (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x đầu đọc thẻ (UHS-II, 312MB/s) 1x HDMI 2.1 FRL 1x Giắc cắm âm thanh kết hợp 3.5mm",Intel AI Boost NPU up to 13TOPS,
Laptop Gigabyte AORUS 16X-9RX6LASGDDJIXDVN010,I7-14650HX/16GB/1TB PCIE/VGA 8GB RTX4070/16.0 QHD+ 165HZ/WIN11/XÁM,41.990.000đ,45.990.000đ,"NVIDIA GeForce RTX 4070 (8GB of GDDR6 SDRAM, Bus Width: 128- bit)  Intel UHD Graphics",16GB,DDR5 - 5600MHz,"2 khe (2x 8GB, hỗ trợ nâng cấp tối da 64GB)","1TB SSD1 PCIe (M.2 2280) 2x M.2 SSD (Supports 2x PCIe Gen4x4 NVMe M.2 SSD, Up to 4TB)",16 inches,Độ phủ màu 100% sRGB Được Pantone xác thực Được TUV Rheinland chứng nhận Dolby Vision NVIDIA Advanced Optimus G-SYNC,Li Polymer 99Wh,Windows 11 Home Single Language 64-bit,2560x1600 pixel (QHD+),Intel Core i7 14650HX (16 lõi) - Max Turbo Frequency: 5. 20 GHz,2 x USB 3.2 Gen 2 Type-A 1 x USB 3.2 Gen 2 Type-C (DisplayPort)  1 x Thunderbolt 4 (Power Delivery/DisplayPort) 1 x HDMI 1 x RJ45 (LAN) 1 x Headphone/Microphone combo audio jack,,
Laptop HP OmniBook X 14-FE1010QU B53KBPA,COPILOT+ X PLUS X1P/16GB/512GB PCIE/14.0 2.2K/CẢM ỨNG/WIN11/BẠC,31.990.000đ,,Qualcomm Adreno X1-45 GPU,16GB,LPDDR5/ 8448MHz Onboard,,512GB SSD PCIe (M.2 2280),14 inches,,3 Cell Int (59.16Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,2240 x 1400 pixels,Snapdragon X Plus X1P-42-100 (8 lõi) - Max Multi-Core Frequency: up to 3.4 GHz,"1 x USB 4 Type-C (40 Gbps, Sạc/DisplayPort/HP Sleep & Charge) 1 x USB 3.2 Gen 2 Type-C (Sạc/DisplayPort/HP Sleep & Charge) 1 x USB 3.2 Gen 2 Type-A (HP Sleep & Charge) 1 x giắc cắm âm thanh kết hợp tai nghe/micrô",Qualcomm Hexagon NPU,
Laptop Acer Gaming Predator Helios Neo 16S AI PHN16S-71-95MS,U9-275HX/64GB/2TB PCIE/VGA 12GB RTX5070TI/16.0 2K+ OLED 240HZ/WIN11/ĐEN,69.990.000đ,,"NVIDIA GeForce RTX 5070 Ti với 12 GB GDDR7 VRAM chuyên dụng, hỗ trợ 5888 lõi NVIDIA CUDA",64GB,DDR5 Up to 6400 MT/s,"2 khe (2x 32GB, Nâng cấp tối đa 96GB)","2 TB M.2 NVMe (2 khe, 1TB*2)",16 inches,AcerCineCrystal True Black HDR 500(@HDR 500 Có khả năng Nvidia Advanced OptimusĐộ phủ màu 100% DCI-P3Độ sáng 500nits,76Wh 4-cell Li-ion  230W 5.5 PHY PCR 50% AC adapter,Windows 11 Home Single Language,2560 x 1600 pixels (2K),"Intel Core Ultra 9 275HX (24 lõi / 24  luồng, 4.6 GHz (e-core) 5.4 GHz 36MB Cache)","2x USB Type-C 3x USB-A 1x HDMI 2.1 hỗ trợ HDCP 1x Ethernet (RJ-45) 1x đầu đọc thẻ Micro SD 1x giắc cắm DC-in cho bộ đổi nguồn AC 1x giắc cắm tai nghe/loa 3.5 mm, hỗ trợ tai nghe có tích hợp micrô",Hiệu suất AI GPU (TOPs) 992 TOPSHiệu suất AI NPU (TOPs) 13 TOPS,
Laptop HP OmniBook Ultra Flip 14-FH0040TU B13VHPA,U7-258V/32GB/1TB PCIE/14.0 2.8K OLED 120HZ/CẢM ỨNG/WIN11/XANH,53.990.000đ,,Intel Arc Graphics,32GB,LPDDR5/ 8533MHz,,1TB SSD PCIe (M.2 2280),14 inches,Có hỗ trợ bút stylus,6 Cell Int (64Wh),Windows 11 Home Single Language 64-bit + Office Home & Student 2021,2880 x 1800 pixels,Intel Core Ultra 7 258V (8 lõi) - Max Turbo Frequency: 4. 80 GHz,2 x Thunderbolt 4 (Power Delivery/DisplayPort/HP Sleep & Charge) 1 x USB 3.2 Gen 2 Type-C (Power Delivery/DisplayPort/HP Sleep & Charge) 1 x giắc cắm âm thanh kết hợp Tai nghe/Micrô,Intel AI Boost,
Laptop ASUS ROG Zephyrus G16 GU605CX-QR083W,U9-285H/64GB/2TB PCIE/VGA 24GB RTX5090/16.0 2.5K OLED 240HZ/WIN11/XÁM/TÚI/CHUỘT,145.990.000đ,,"NVIDIA GeForce RTX 5090 24GB GDDR7 ROG Boost: 1647MHz* at 120W (1597MHz Boost Clock+50MHz OC, 100W+20W Dynamic Boost) Intel Arc Graphics",64GB,LPDDR5X 7467 (Tốc độ bộ nhớ thực tế có thể thay đổi tùy theo cấu hình CPU.),Onboard,2TB PCIe 4.0 NVMe M.2 SSD,16 inches,Độ sáng 500 nits (Peak)Độ phủ màu DCI-P3 100%G-SyncMàn hình bóngROG Nebula DisplayDolby Vision HDR,"90WHrs, 4S1P, 4-cell Li-ionSạc lại từ 0-50% trong 30 phút",Windows 11 Home,2560 x 1600 pixels (2.5K),"Intel Core Ultra 9 285H 2.9 GHz (24MB Cache, up to 5.4 GHz, 16 lõi, 16 luồng)","1x Thunderbolt 4 hỗ trợ DisplayPort / Sạc (40Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / Sạc / G-SYNC 2x USB 3.2 Gen 2 Type-A 1x đầu đọc thẻ (SD) (UHS-II, 312MB/giây) 1x HDMI 2.1 FRL1x Giắc cắm âm thanh kết hợp 3.5mm",Intel AI Boost NPU up to 13TOPS,
Laptop Gigabyte AORUS Master 16 AM6H-BYHC5VNE64SH,U9-275HX/32GB/1TB PCIE/VGA 16GB RTX5080/16.0 WQXGA 240HZ/WIN11/ĐEN,99.990.000đ,,NVIDIA GeForce RTX 5080 16GB GDDR7,32GB,DDR5 5600Mhz SO-DIMM,"4 khe (2x 16GB, nâng cấp tối đa 128GB)",1TB  PCIe Gen4x4 (1x slot support PCIe Gen5),16 inches,"Độ phủ màu DCI-P3 100% Độ sáng 500nits Độ tương phản 1,000,000:1",99Wh,Windows 11,2560 x 1600 (WQXGA),"Intel Core Ultra 9 275HX (36MB Cache, up to 5.4 GHz, 24 lõi, 24 luồng)","Trái:  1 x DC in 1 x RJ-45 1 x HDMI 2.1 1 x Type-A 1 x Type-C với Thunderbolt 5 (USB4, DP 2.1 và Sạc) Phải: 1 x Type-A 1 x Type-C với Thunderbolt 4 (USB4, DP 1.4 và Sạc) 1 x MicroSD 1 x Giắc cắm âm thanh",,
Laptop LG Gram 2024 Pro 16Z90SP-K.AH75A5,U7-155H/16GB/512GB PCIE/16.0 2880x1800 DCI-P3 100%/WIN 11/ĐEN,39.990.000đ,51.400.000đ,Intel Arc Graphics,16GB,LPDDR5X 7467MHz Onboard,2 khe (8GB + 8GB),"512GB M.2(2280) Dual SSD slots, Gen 4.0 - trống 1 khe",16 inches,Tỉ lệ 16:10Độ phủ màu DCI-P3 99%Màn hình chống chóiĐộ sáng 400nitThời gian phản hồi 0.2ms,"77 Wh Li-Ion (GM), 90Wh Li-Ion (PM)",Windows 11 Home,2880 x 1800 pixels,Intel Core Ultra 7 155H,"HDMI (4K@60Hz) 2x USB 3.2 Gen2x1 2x USB 4 Gen3x2 Type C (Sạc, Display Port, Thunderbolt 4) 4Pole Headset, US type 10/100 or Gigabit with RJ45 Gender (Option)",,
Laptop Lenovo IdeaPad 5 2-in-1 14Q8X9 83GH001FVN,X PLUS X1P/16GB/512GB PCIE/14.0 WUXGA OLED/CẢM ỨNG/BÚT/WIN11/XÁM,24.490.000đ,25.990.000đ,Integrated Qualcomm Adreno,16GB,LPDDR5x-8448 Onboard,Onboard (Không nâng cấp),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Một ổ đĩa, tối đa 1TB M.2 2242 SSD)",14 inches,"Độ sáng 400nits Độ phủ màu 100% DCI-P3 TÜV Ánh sáng xanh thấpOGM, Cảm ứng đa điểm 10 điểm",57WhUSB-C 65W (3 chân),"Windows 11 Home Single Language (on ARM), English",1920 x 1200 pixels (WUXGA),"Snapdragon X Plus X1P-42-100, 8C, Max Turbo up to 3.4GHz (single-core) / 3.2GHz (8-core), 30MB","1x USB-A (5Gbps) 1x USB-A (5Gbps), Luôn bật 2x USB-C (10Gbps), với USB PD 3.0 và DisplayPort 1.4 1x HDMI 2.1, lên đến 4K/60Hz 1x Giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x Đầu đọc thẻ nhớ microSD","Integrated Qualcomm Hexagon NPU, up to 45 TOPS",
Laptop LG Gram 2024 Super Slim 15Z90ST-G.AH75A5,U7-155H/16GB/512GB PCIE/15.6 1920*1080 DCI-P3 100%/WIN 11/XANH,35.990.000đ,46.500.000đ,Intel Arc Graphics,16GB,LPDDR5X 7467MHz Onboard,2  khe (8GB + 8GB),"512GB M.2(2280) Dual SSD slots, Gen 4.0 - trống 1 khe",15.6 inches,Tỉ lệ 16:9Độ phủ màu DCI-P3 100% Độ sáng tối đa HDR 500 nitThời gian phản hồi 0.2 ms,60 Wh Li-Ion,Windows 11 Home,1920 x 1080 pixels (FullHD),Intel Core Ultra 7 155H,"HDMI (4K@60Hz) 2x USB 4 Gen3 x 2 Type C (Sạc, Display Port, Thunderbolt 4) 1x USB 3.2 Gen 2 (Sạc, Display Port) 4Pole Headset, US type 10/100 with RJ45 adapter (Option)",,
Laptop Dell G15 5530 i7HX161W11GR4060,I7-13650HX/16GB/1TB PCIE/VGA 8GB RTX4060/15.6 FHD 165HZ/WIN11 + OFFICE/ĐEN,36.990.000đ,41.990.000đ,"NVIDIA GeForce RTX 4060, 8GB GDDR6",16GB,DDR5 4800MHz,"2 khe (2x 8GB, nâng cấp tối đa 32GB)",1TB M.2 PCIe NVMe SSD,15.6 inches,ComfortViewPlus  NVIDIA GSYNC+ DDS Display,"Pin liền,6-Cell Battery, 86WHr (Integrated), 330W",Windows 11 Home + Office Home & Student 2021,1920 x 1080 pixels (FullHD),"Intel Core i7-13650HX (24MB Cache, Turbo Boost 4.7 GHz)",1x RJ-45 3x USB 3.2 Gen 1 1x USB 3.2 Gen 2 (Type-C) có DisplayPort 1x giắc cắm tai nghe đa năng 1x HDMI 2.1,,
Laptop MSI Raider 18 HX AI A2XWIG-033VN,U9-285HX/64GB/4TB PCIE/VGA 16GB RTX5080/18.0 UHD+ MINILED 120HZ/WIN11/ĐEN/BALO,129.990.000đ,,"NVIDIA GeForce RTX 5080 Laptop GPU, GDDR7 16GB Intel Graphics",64GB,DDR5 6400MHz,"2 khe (2x 32GB, nâng cấp tối đa 96GB)",4TB (2TB NVMe PCIe Gen5x4 SSD + 2TB NVMe PCIe Gen4x4 SSD),18 inches,Màn hình chống chóiĐộ phủ màu 100% DCI-P3Độ sáng 1000 nits,4-Cell  99.9 Whrs (Whr),Windows 11 Home,3840 x 2400 pixel (4K),"Intel Core Ultra 9 Arrow Lake H, 2.8Ghz, 24 lõi (8 P-cores + 16 E-cores), 24 luồng, 40MB cache, Max Turbo Frequency 5.5 GHz",2x Thunderbolt 5 (DisplayPort/ Power Delivery 3.1) 3x Type-A USB3.2 Gen2 1x Đầu đọc thẻ SD Express 1x HDMI 2.1 (8K @ 60Hz / 4K @ 120Hz) 1x RJ45 1x Đầu đọc thẻ SD Express,,
Laptop ASUS ROG Zephyrus G14 GA403WR-QS103WS,RYZEN AI 9 HX 370/32GB/1TB PCIE/VGA 12GB RTX5070TI/14.0 3K 120HZ/WIN11 + OFFICE/XÁM/TÚI/CHUỘT,77.990.000đ,,NVIDIA GeForce RTX 5070 Ti 12GB GDDR7 AMD Radeon Graphics,32GB,LPDDR5X 8000 (Tốc độ bộ nhớ thực tế có thể thay đổi tùy theo cấu hình CPU),Onboard,1TB PCIe 4.0 NVMe M.2 SSD (1 Khe cắm M.2 hỗ trợ SATA hoặc NVMe hỗ trợ SSD M.2 2280 G4X4 2TB),14 inches,Độ sáng 500 nitsĐộ phủ màu DCI-P3 100%Màn hình bóngG-Sync / Adaptive-SyncROG Nebula DisplayDolby Vision HDRROG intelligent cooling,"73WHrs, 4S1P, 4-cell Li-ionSạc lại từ 0-50% trong 30 phút",Windows 11 Home + Microsoft Office Home 2024 + Microsoft 365 Basic,2880 x 1800 pixels,"AMD Ryzen AI 9 HX 370 2.0GHz (36MB Cache, up to 5.1GHz, 12 lõi, 24 luồng)",1x Type-C USB 4 hỗ trợ DisplayPort / Sạc (40Gbps) 1x USB 3.2 Gen 2 Type-C hỗ trợ DisplayPort / Sạc / G-SYNC (10Gbps) 2x USB 3.2 Gen 2 Type-A (10Gbps) 1x đầu đọc thẻ (microSD) (UHS-II) 1x HDMI 2.1 FRL1x 3.5mm Combo Audio Jack,AMD XDNA NPU up to 50TOPS,
MacBook Pro 14 M4 Pro 14CPU 20GPU 24GB 512GB Nano | Chính hãng Apple Việt Nam,,58.490.000đ,58.790.000đ,20 lõiNeural Engine 16 lõi,24GB,,,512GB,14.2 inches,"Màn hình Nano-textureMàn hình Liquid Retina XDR XDR (Extreme Dynamic Range) Độ sáng XDR: 1.000 nit ở chế độ toàn màn hình, độ sáng đỉnh 1.600 nit (chỉ nội dung HDR) 1 tỷ màu Dải màu rộng (P3) Công nghệ True Tone",Pin Li-Po 72.4 watt-giờ Thời gian xem video trực tuyến lên đến 22 giờ Thời gian duyệt web trên mạng không dây lên đến 14 giờ,macOS,3024 x 1964 pixels ,Apple M4 Pro 14 lõi với 10 lõi hiệu năng và 4 lõi tiết kiệm điện,"Khe thẻ nhớ SDXC Cổng HDMI Jack cắm tai nghe 3.5 mm Cổng MagSafe 3 Ba cổng Thunderbolt 5 (USB‑C) hỗ trợ: Sạc, DisplayPort, Thunderbolt 5 (lên đến 120Gb/s), Thunderbolt 4 (lên đến 40Gb/s), USB 4 (lên đến 40Gb/s)",,
Laptop Lenovo IdeaPad Slim 3 16IRH10 83K20001VN,I7-13620H/16GB/512GB PCIE/16.0 WUXGA/WIN11/XÁM,18.790.000đ,19.490.000đ,Intel UHD Graphics,16GB,DDR5-4800,8GB Soldered DDR5-4800 + 8GB SO-DIMM DDR5-4800 (Nâng cấp tối đa 24GB (8GB hàn + 16GB SO-DIMM) DDR5-4800),"512GB SSD M.2 2242 PCIe 4.0x4 NVMe (Tối đa hai ổ đĩa, 2x M.2 SSD • M.2 2242 SSD lên đến 1TB)",16 inches,Độ sáng 300nits Độ phủ màu 45% NTSCMàn hình chống chói,60WhĐầu tròn 65W (3 chân),"Windows 11 Home Single Language, English",1920 x 1200 pixels (WUXGA),"Intel Core i7-13620H, 10 lõi (6P + 4E) / 16 luồng, P-core 2.4 / 4.9GHz, E-core 1.8 / 3.6GHz, 24MB","2x USB-A (USB 5Gbps / USB 3.2 Gen 1) 1x USB-C (USB 5Gbps / USB 3.2 Gen 1), với USB PD 3.0 và DisplayPort 1.2 1x HDMI 1.4 1x giắc cắm kết hợp tai nghe / micrô (3.5 mm) 1x đầu đọc thẻ SD 1x đầu nối nguồn",,
